ID,audio_path,num_samples,sample_rate,transcription,gender,lang_id,language,lang_group_id
1838,test/15622589675144910207.wav,96960,16000,the great pyramid at giza is the only one of the seven wonders that is still standing today,1,19,English,0
1832,test/15648812079343683412.wav,148800,16000,popular sports include football basketball volleyball water-polo fencing rugby cycling ice hockey roller hockey and f1 motor racing,1,19,English,0
1991,test/15667010054869079797.wav,155840,16000,during this period of european history the catholic church which had become rich and powerful came under scrutiny,0,19,English,0
1776,test/15695900311829620190.wav,131520,16000,through the night between 150 and 200 copies were made now known as dunlap broadsides,1,19,English,0
1809,test/15738179776336088720.wav,171840,16000,crossties were introduced fairly early to hold the tracks in place gradually however it was realised that tracks would be more efficient if they had a stip of iron on the top,1,19,English,0
1693,test/15739600005438498912.wav,106560,16000,but after losing the captain's wicket india only made 36 runs loosing 7 wickets to end the innings,1,19,English,0
1878,test/15790784892019701649.wav,209920,16000,the central authority of the church had been in rome for over a thousand years and this concentration of power and money led many to question whether this tenet was being met,0,19,English,0
1730,test/15820671163473629623.wav,193920,16000,buses depart the inter-district bus station across the river throughout the day though most especially those heading to the east and jakar/bumthang leave between 06:30 and 07:30,1,19,English,0
1696,test/15824575839049156888.wav,119040,16000,the two compounds react with one another to form crystals that may block kidney function researchers at the university said,1,19,English,0
1695,test/15842229443202938478.wav,159360,16000,a simple popular dinner especially during the summer is the pa amb oli bread with olive oil tomato and any available condiments such as cheese tunafish etc,1,19,English,0
1739,test/15935462347202880059.wav,162240,16000,resting on the top of one of the mountains north of mecca the cave is completely isolated from the rest of the world,1,19,English,0
1758,test/15945599843667387523.wav,199680,16000,the archipelago lies 120 km north of the peninsula the largest is king george island with the settlement of villa las estrellas,0,19,English,0
1699,test/1596269393232229615.wav,153600,16000,bishkek was described as sinking into a state of anarchy by one observer as gangs of people roamed the streets and plundered stores of consumer goods,1,19,English,0
1842,test/15966297335082605286.wav,207360,16000,because the dinosaur feathers do not have a well-developed shaft called a rachis but do have other features of feathers barbs and barbules the researchers inferred the rachis was likely a later evolutionary development that these other features,1,19,English,0
1836,test/16010170383637871536.wav,172800,16000,people have known about basic chemical elements such as gold silver and copper from antiquity as these can all be discovered in nature in native form and are relatively simple to mine with primitive tools,1,19,English,0
1975,test/1605300975319497622.wav,156160,16000,vatican city's population is around 800 it is the smallest independent country in the world and the country with the lowest population,0,19,English,0
1738,test/1616366247253366320.wav,145920,16000,it also attacked anything that entered the water even a giant dinosaur such as t rex would be no match for it,1,19,English,0
1935,test/1618638950277648344.wav,160320,16000,however that is not true although there is something written on the back of the document it is not a treasure map,0,19,English,0
1889,test/16188741492070958424.wav,108480,16000,it has brought us the train the car and many other transportation devices,0,19,English,0
1865,test/16200495359369533302.wav,120000,16000,saint petersburg cruises include time in town. cruise passengers are exempted from visa requirements check the terms,1,19,English,0
1848,test/16207777688923954070.wav,160320,16000,a car bomb detonated at police headquarters in gaziantep turkey yesterday morning killed two police officers and injured more than twenty other people,1,19,English,0
1838,test/16234809612157196531.wav,113280,16000,the great pyramid at giza is the only one of the seven wonders that is still standing today,1,19,English,0
1718,test/16249020005264010985.wav,188800,16000,there is no universal definition for which manufactured items are antiques some tax agencies define goods older than 100 years as antiques,0,19,English,0
1828,test/16311865697463361030.wav,115200,16000,a search of the internet for hostile environment course' will probably provide the address of a local company,1,19,English,0
1740,test/16327101627424867030.wav,112320,16000,the pyramid sound and light show is one of the most interesting things in the area for kids,0,19,English,0
1701,test/163369145011818208.wav,110400,16000,"goats seem to have been first domesticated roughly 10,000 years ago in the zagros mountains of iran",1,19,English,0
1721,test/1633905380187706594.wav,147840,16000,after the dam was built in 1963 the seasonal floods that would spread sediment throughout the river were halted,0,19,English,0
1699,test/16355757648693617724.wav,126720,16000,bishkek was described as sinking into a state of anarchy by one observer as gangs of people roamed the streets and plundered stores of consumer goods,1,19,English,0
1854,test/16367441259442214277.wav,137280,16000,the vehicle itself was taken away from the scene of the accident at approximately 1200 gmt on the same day,0,19,English,0
1896,test/16437430878550556483.wav,182400,16000,usa gymnastics and the usoc have the same goal making the sport of gymnastics and others as safe as possible for athletes to follow their dreams in a safe positive and empowered environment,1,19,English,0
1746,test/16482413846901462656.wav,144960,16000,plants make their food from the sun by photosynthesis they also provide shade,0,19,English,0
1796,test/16528325964292062857.wav,179520,16000,this sediment was necessary for creating sandbars and beaches which served as wildlife habitats,0,19,English,0
1843,test/16545276994853978309.wav,168000,16000,professor pamela ferguson of the university of dundee notes journalists do seem to be walking a dangerous line if publishing photos etc of suspects,1,19,English,0
1683,test/16561255522246307224.wav,283200,16000,there are still many men and women alive who survived their time here and many more who had loved ones who were murdered or worked to death there jews and non-jews alike,0,19,English,0
1764,test/16631812927540811343.wav,154560,16000,the number of people present was so large that it was not possible for everybody to gain access to the funeral in st peter's square,1,19,English,0
1904,test/16685618834972658685.wav,169280,16000,however due to the slow communication channels styles in the west could lag behind by 25 to 30 year,0,19,English,0
1698,test/16702780028313283623.wav,120320,16000,everything in the universe is made of matter all matter is made of tiny particles called atoms,0,19,English,0
1851,test/16721823661104667622.wav,102720,16000,rip currents are the returning flow from waves breaking off the beach often at a reef or similar,1,19,English,0
1700,test/16725549094651424150.wav,78720,16000,it is thinner under the maria and thicker under the highlands,1,19,English,0
1907,test/16757205419144758552.wav,112320,16000,soon after the outbreak of hostilities britain initiated a naval blockade of germany,0,19,English,0
1813,test/16766787285057438836.wav,179520,16000,barcelona's official languages are catalan and spanish about a half prefer to speak catalan a vast majority understands it and virtually everyone knows spanish,1,19,English,0
1996,test/16824485789160047135.wav,223680,16000,australia's mitchell gourley finished eleventh in the men's standing super-g czech competitor oldrich jelinek finished sixteenth in the men's sitting super-g,1,19,English,0
1915,test/16847628585853049714.wav,213440,16000,you can use boda-boda motorcycle taxi to get around goma. the normal local price is ~500 congolese francs for the short ride,0,19,English,0
1721,test/16851035292487940942.wav,103680,16000,after the dam was built in 1963 the seasonal floods that would spread sediment throughout the river were halted,1,19,English,0
1910,test/16890607023935231060.wav,120640,16000,parisians have a reputation for being egocentric rude and arrogant,0,19,English,0
1954,test/16989675193715509568.wav,125760,16000,their disciplined defence ball handling skills and excellent team work made them stand out and it was clear that this was the team to beat,1,19,English,0
1993,test/1701461929359257439.wav,138560,16000,the tenth named storm of the atlantic hurricane season subtropical storm jerry formed in the atlantic ocean today,0,19,English,0
1981,test/17029455052229515619.wav,148160,16000,if you only go ashore using shipboard excursions you will not need a separate visa as of 2009,0,19,English,0
1967,test/17087438879836851456.wav,155520,16000,layton had asked for changes to the conservatives' environmental bill during the meeting with the pm asking for a thorough and complete rewriting of the conservative party's environmental bill,1,19,English,0
1837,test/17107523751051309601.wav,128640,16000,liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived washington insiders,1,19,English,0
2009,test/17120997777600226051.wav,221760,16000,the most readily accessible plant resources would have been the proteins accessible in leaves and legumes but these are hard for primates like us to digest unless they are cooked,0,19,English,0
1964,test/17158526797037461547.wav,157440,16000,the 25 dunlap broadsides still known to exist are the oldest surviving copies of the document the original handwritten copy has not survived,1,19,English,0
1933,test/17202654907652316758.wav,138240,16000,finally there are many small cats including loose pet cats that eat the far more numerous small prey like insects rodents lizards and birds,1,19,English,0
1877,test/1722118868151836971.wav,312960,16000,current senator and argentine first lady cristina fernandez de kirchner announced her presidential candidacy yesterday evening in la plata a city 50 kilometers 31 miles away from buenos aires,0,19,English,0
1944,test/1724953769276277810.wav,168000,16000,these are sometimes-crowded family beaches with a good range of shops lining the shore swimming is safe,1,19,English,0
1731,test/17257800930548614745.wav,119680,16000,in the archipelagos and lakes you do not necessarily need a yacht,0,19,English,0
1835,test/1727490782035998315.wav,190080,16000,no tsunami warning has been issued and according to the jakarta geophysics agency no tsunami warning will be issued because the quake did not meet the magnitude 6.5 requirement,1,19,English,0
1817,test/17289442889985927678.wav,108800,16000,the schengen zone however works somewhat like one country in this respect,0,19,English,0
1773,test/1729210846741769405.wav,204480,16000,sleep interruption is the process of purposefully awakening during your normal sleep period and falling asleep a short time later 10–60 minutes,0,19,English,0
1677,test/1731561740051730459.wav,95040,16000,today the only insects that cannot fold back their wings are dragon flies and mayflies,1,19,English,0
1926,test/17382227205265930996.wav,107520,16000,accepted were aristotle's views on all matters of science including psychology,1,19,English,0
1978,test/17390731724222522492.wav,64320,16000,for the springboks it ended a five-match losing streak,1,19,English,0
1938,test/17392214165625498386.wav,168960,16000,the hospital has followed protocol for infection control including separating the patient from others to prevent possible infection of others,0,19,English,0
1854,test/17406400587485166719.wav,122880,16000,the vehicle itself was taken away from the scene of the accident at approximately 1200 gmt on the same day,0,19,English,0
1873,test/17476880836582943567.wav,175680,16000,be firm in turning down men and don't be afraid to stand your ground cultural differences or not it doesn't make it ok!,0,19,English,0
1775,test/17477520783262554049.wav,184640,16000,the use of video recording has led to important discoveries in the interpretation of micro-expressions facial movements which last a few milliseconds,0,19,English,0
1937,test/17498257810809617374.wav,380160,16000,"however these plans were rendered obsolete nearly overnight when over 800,000 soldiers from the soviet's union red army entered and created the belarussian and ukrainian fronts after invading the eastern regions of poland in violation of the riga peace treaty the soviet-polish non-aggression pact and other international treaties both bilateral and multilateral",1,19,English,0
1946,test/17535235071289984666.wav,148800,16000,cancellation policies vary but as of late march most coronavirus-based cancellation policies don't extend to july 2020 when the olympics had been scheduled,1,19,English,0
2002,test/17541705185473334415.wav,92160,16000,this will allow players to control actions and movements in video games by moving the device through the air,1,19,English,0
1875,test/17551750048021783839.wav,117120,16000,a full 20% of the water that pours out of the planet's rivers into the oceans comes from the amazon,0,19,English,0
1989,test/17555259562398245870.wav,197760,16000,he was also engaged in engraving banknotes for many countries recent examples of his work including the prime ministerial portraits on the front of the new canadian $5 and $100 bills,1,19,English,0
1976,test/17559567402304106195.wav,138240,16000,middle order batsmen sachin tendulkar and rahul dravid performed well and made a hundred-run partnership,1,19,English,0
1762,test/17567046183557458641.wav,86400,16000,the disease is carried by pigs which then migrates to humans through mosquitos,1,19,English,0
1988,test/17623856607065799247.wav,122880,16000,during the 1920s the prevailing attitudes of most citizens and nations was that of pacifism and isolation,1,19,English,0
1922,test/17629209318705923135.wav,149760,16000,there are of course christian theological explanations for this tradition but it may well be a pre-christian spring and fertility ritual,1,19,English,0
1716,test/17637008742317695762.wav,347520,16000,entertainment news website tmz understands the photographer stopped his vehicle on the other side of sepulveda boulevard and attempted to take pictures of the police stop before crossing the road and continuing prompting the california highway patrol police officer conducting the traffic stop to order him back across twice,0,19,English,0
1948,test/17656538893065595043.wav,190080,16000,the three kingdoms was one of the bloodiest eras in ancient china's history thousands of people died fighting to sit in the highest seat in the grand palace at xi'an,1,19,English,0
2009,test/17695442797451759106.wav,176640,16000,the most readily accessible plant resources would have been the proteins accessible in leaves and legumes but these are hard for primates like us to digest unless they are cooked,1,19,English,0
1786,test/1770419804458122000.wav,123840,16000,the composition of these crystals matches those found in the urine of affected pets when compared by infrared spectroscopy ftir,1,19,English,0
1708,test/17720519199437095973.wav,210880,16000,huhne has resigned and he will be replaced in the cabinet by ed davey mp norman lamb mp is expected to take the business minister job davey is vacating,0,19,English,0
1847,test/17722393517246760407.wav,224640,16000,he was greeted by singapore's deputy prime minister wong kan seng and discussed trade and terrorism issues with the singapore prime minister lee hsien loong,1,19,English,0
1816,test/17737260257548671107.wav,99840,16000,duvall who is married with two adult children did not leave a big impression on miller to whom the story was related,1,19,English,0
1724,test/1774013444539766052.wav,183680,16000,its renown for being an epicenter of luxury began in about 400 a.d. and lasted up until about 1100 a.d,0,19,English,0
1815,test/17744887036120495547.wav,100800,16000,the fission bomb works on the principle that it takes energy to put together a nucleus with many protons and neutrons,1,19,English,0
1771,test/17824557748066874904.wav,190400,16000,remember that even though music on the main stages may have finished there may be sections of the festival that will keep playing music until late into the night,0,19,English,0
1743,test/17837018222808398366.wav,263040,16000,most interpretations of technological determinism share two general ideas that the development of technology itself follows a path largely beyond cultural or political influence and that technology in turn has effects on societies that are inherent rather than socially conditioned,1,19,English,0
1706,test/17858903836434412568.wav,203520,16000,more traditional churches often hold an easter vigil on saturday night during the easter weekend with the congregations often breaking into celebration at the stroke of midnight to celebrate christ's resurrection,1,19,English,0
1748,test/17867641190456170710.wav,91520,16000,fire rescue crews eventually doused the fire by 11:35 pm,0,19,English,0
1957,test/17897122138146023259.wav,61440,16000,he referred to the rumors as political chatter and silliness,1,19,English,0
1804,test/17901982257181767377.wav,176640,16000,the haitian institute for justice and democracy has referenced independent studies that suggest the nepalese un peacekeeping battalion unknowingly brought the disease to haiti,1,19,English,0
1760,test/17931113498862338153.wav,199040,16000,mosasaurus was the apex predator of its time so it feared nothing except other mosasaurs,0,19,English,0
1852,test/17991438134494400884.wav,410880,16000,appropriate use of blogs can empower students to become more analytical and critical; through actively responding to internet materials students can define their positions in the context of others' writings as well as outline their own perspectives on particular issues oravec 2002,0,19,English,0
1993,test/17993676999513479371.wav,159040,16000,the tenth named storm of the atlantic hurricane season subtropical storm jerry formed in the atlantic ocean today,0,19,English,0
1720,test/1800879378797955911.wav,111680,16000,the hot chocolate is up to belgian standards fruit juices are pricey but excellent,0,19,English,0
1916,test/1803816418609037922.wav,167040,16000,many german baked goods also feature almonds hazelnuts and other tree nuts popular cakes often pair particularly well with a cup of strong coffee,1,19,English,0
1995,test/18045112717362407063.wav,155520,16000,virtual scaffolds are internalized in the software and are meant to question prompt and explain procedures that may have been to challenging for the student to handle alone,1,19,English,0
1957,test/18045404733982450413.wav,79680,16000,he referred to the rumors as political chatter and silliness,1,19,English,0
1758,test/18050107333341461921.wav,144000,16000,the archipelago lies 120 km north of the peninsula the largest is king george island with the settlement of villa las estrellas,1,19,English,0
1832,test/18066939864018796519.wav,166080,16000,popular sports include football basketball volleyball water-polo fencing rugby cycling ice hockey roller hockey and f1 motor racing,1,19,English,0
1877,test/18080893208509673354.wav,193920,16000,current senator and argentine first lady cristina fernandez de kirchner announced her presidential candidacy yesterday evening in la plata a city 50 kilometers 31 miles away from buenos aires,1,19,English,0
1870,test/18089255921943570546.wav,96960,16000,the scenes are displayed on the pyramids and the different pyramids are lit up,0,19,English,0
1810,test/18192639498290469063.wav,141120,16000,california governor arnold schwarzenegger signed into law a bill that bans the sale or rental of violent video games to minors,1,19,English,0
1843,test/18202922830718982906.wav,232320,16000,professor pamela ferguson of the university of dundee notes journalists do seem to be walking a dangerous line if publishing photos etc of suspects,1,19,English,0
1697,test/18202947038243735021.wav,140160,16000,he has been unable to take the drugs needed to overcome his pain as they are banned from the games,0,19,English,0
1685,test/18249328980235371168.wav,206400,16000,for example the most common still image photography format in the world is 35mm which was the dominant film size at the close of the analog film era,0,19,English,0
1834,test/18284781272143232129.wav,120960,16000,also to the north visit the great sanctuary of our lady of fatima shrine a place of worldwide famous marian apparitions,1,19,English,0
1679,test/1830239880893513318.wav,63360,16000,aerosmith have cancelled their remaining concerts on their tour,1,19,English,0
1742,test/18320871674783850842.wav,112320,16000,hong kong island gives the territory of hong kong its name and is the place that many tourists regard as the main focus,1,19,English,0
1727,test/18338037673431314900.wav,115200,16000,feral children may have experienced severe child abuse or trauma before being abandoned or running away,1,19,English,0
1751,test/18348048016606756393.wav,197760,16000,the debate was sparked by controversy over spending on relief and reconstruction in the wake hurricane katrina which some fiscal conservatives have humorously labeled bush's new orleans deal,1,19,English,0
1734,test/18359063029191000694.wav,193920,16000,the scientists were able to conclude that the dark matter affect other dark matter in the same way regular matter does,0,19,English,0
1716,test/18401388433019060091.wav,303360,16000,entertainment news website tmz understands the photographer stopped his vehicle on the other side of sepulveda boulevard and attempted to take pictures of the police stop before crossing the road and continuing prompting the california highway patrol police officer conducting the traffic stop to order him back across twice,1,19,English,0
1899,test/1876924768395363851.wav,232320,16000,muhammad was deeply interested in matters beyond this mundane life. he used to frequent a cave that became known as  hira‘” on the mountain of  noor” light for contemplation,0,19,English,0
1898,test/1891517816131569989.wav,197760,16000,"""he [wales] basically lied to us from the start. first by acting as if this was for legal reasons. second by pretending he was listening to us right up to his art deletion.",1,19,English,0
1664,test/1944915261206096046.wav,86400,16000,swirl the two dry powders together and then with clean wet hands squeeze them into a ball,1,19,English,0
1789,test/1963592535181342965.wav,201600,16000,the other nominations include best picture director cinematography costume design film-editing original score production design sound editing sound mixing and original screenplay,1,19,English,0
1811,test/1970151869993494628.wav,192000,16000,the 802.11n standard operates on both the 2.4ghz and 5.0ghz frequencies,1,19,English,0
1958,test/2013850546771709559.wav,107520,16000,the city is in stark contrast to the rest of the country's cities because it has more of an arabic flair than of an african,1,19,English,0
1894,test/2024594662850694945.wav,144960,16000,a curry is a dish based on herbs and spices together with either meat or vegetables,0,19,English,0
1944,test/2074231104398719826.wav,155520,16000,these are sometimes-crowded family beaches with a good range of shops lining the shore swimming is safe,0,19,English,0
1804,test/2107835372204888631.wav,238400,16000,the haitian institute for justice and democracy has referenced independent studies that suggest the nepalese un peacekeeping battalion unknowingly brought the disease to haiti,0,19,English,0
1985,test/2133693849393745219.wav,158400,16000,it is related to but usually not involving alpine style ski touring or mountaineering the latter ones done in steep terrain and requiring much stiffer skis and boots,1,19,English,0
1886,test/2187541533417725553.wav,109440,16000,ancient cultures and tribes began to keep them for easy access to milk hair meat and skins,1,19,English,0
1687,test/221216034074176262.wav,179520,16000,segregation and recombination shuffle variation back and forth between the two pools with each generation,0,19,English,0
1674,test/2254021119996292300.wav,105600,16000,in some areas boiling water for a minute is enough in others several minutes are needed,1,19,English,0
1793,test/2258483735861631299.wav,177600,16000,if you're not used to driving on country roads keep your wits about you steep grades narrow lanes and sharp curves predominate,0,19,English,0
1753,test/2347162438493420663.wav,322880,16000,while this is often only an inaccurate stereotype the best way to get along in paris still is to be on your best behavior acting like someone who is bien élevé well brought up. it will make getting about considerably easier,0,19,English,0
1856,test/2362130555763646360.wav,149760,16000,finland is a great boating destination the land of a thousand lakes has thousands of islands too in the lakes and in the coastal archipelagos,1,19,English,0
1818,test/2372674739221720006.wav,95040,16000,people may not anticipate that patience and understanding are also necessary for travellers returning home,1,19,English,0
1820,test/2381187994276969930.wav,140800,16000,people now write messages on computer screens never having to come close to a sharpener,0,19,English,0
1959,test/2424735714200189273.wav,138240,16000,still take advice from authorities obey all signs and pay close attention to safety warnings,0,19,English,0
1812,test/2437577605225034571.wav,192000,16000,while one experimental vaccine appears able to reduce ebola mortality up until now no drugs have been clearly demonstrated suitable for treating existing infection,1,19,English,0
1719,test/2462607144574975891.wav,212160,16000,severe weather is the generic term for any dangerous weather phenomenon with the potential to cause damage serious social disruption or loss of human life,0,19,English,0
1932,test/246428728867349252.wav,286080,16000,five minutes into the display a wind starts rolling in about a minute later the wind is reaching 70km/h... then the rain comes but so hard and so large that it slaps your skin like a needle then hail fell from the sky people panicking and screaming and running over each other,1,19,English,0
1936,test/2467414061703477879.wav,220800,16000,perry stated that he would return to texas to assess the results of tonight's caucus determine whether there is a path forward for myself in this race but later said that he would remain in the race and compete in the january 21 south carolina primary,1,19,English,0
1948,test/2479496904141533095.wav,163200,16000,the three kingdoms was one of the bloodiest eras in ancient china's history thousands of people died fighting to sit in the highest seat in the grand palace at xi'an,1,19,English,0
1979,test/2497077037159179595.wav,161280,16000,the official falklands currency is the falkland pound fkp whose value is set equivalent to that of one british pound gbp,1,19,English,0
1670,test/2508559905589212221.wav,468800,16000,"their thermal behavior is not as steady as large caves on earth that often maintain a fairly constant temperature but it is consistent with these being deep holes in the ground, said glen cushing of the united states geological survey usgs astrogeology team and of northern arizona university located in flagstaff arizona",0,19,English,0
1965,test/2512265253579641885.wav,135360,16000,they are almost all sandy beaches with safe swimming and most have shade provided by pohutukawa trees,1,19,English,0
1986,test/2512373209802184926.wav,191040,16000,the presence of a true  invisible team” larson and lafasto 1989 p109 is also a unique component of a virtual team,0,19,English,0
1771,test/2589557553267364799.wav,143040,16000,remember that even though music on the main stages may have finished there may be sections of the festival that will keep playing music until late into the night,1,19,English,0
1945,test/2611687111227264759.wav,99840,16000,casablanca is one of the least interesting places to shop in all of morocco,1,19,English,0
1777,test/2619313403364116566.wav,136320,16000,ottawa is canada's charming bilingual capital and features an array of art galleries and museums that showcase canada's past and present,1,19,English,0
2008,test/2634994688992335656.wav,216640,16000,other subjects on the agenda in bali include saving the world's remaining forests and sharing technologies to help developing nations grow in less-polluting ways,0,19,English,0
1673,test/2637301866626572038.wav,161280,16000,during the revolutionary war the thirteen states first formed a weak central government-with the congress being its only component-under the articles of confederation,1,19,English,0
1872,test/2642023010607031328.wav,193920,16000,during the struggle for independence organised by the mau movement a peaceful gathering in the town resulted in the killing of the paramount chief tupua tamasese lealofi iii,1,19,English,0
1949,test/2652155470394119415.wav,107520,16000,the term bug is used by entomologists in a formal sense for this group of insects,1,19,English,0
1968,test/2690730742102184605.wav,172800,16000,some cruises feature berlin germany in the brochures as you can see from the map above berlin is no where near the sea and a visit to the city is not included in the price of the cruise,1,19,English,0
1983,test/2749300928979585932.wav,333760,16000,the word civilization comes from the latin civilis meaning civil related to the latin civis meaning citizen and civitas meaning city or city-state and that also somehow defines the size of the society,0,19,English,0
1951,test/2782797728435367637.wav,166080,16000,in 2002 goma was destroyed by lava from the nyiragongo volcano which buried most of the town's streets particularly the town centre,1,19,English,0
1845,test/2784225427893440291.wav,154880,16000,in a carriage they traveled back to paris surrounded by a mob of people screaming and shouting threats against the king and queen,0,19,English,0
1820,test/2786302614981736925.wav,88320,16000,people now write messages on computer screens never having to come close to a sharpener,1,19,English,0
1972,test/2809748946829114692.wav,80640,16000,many people don't think about them as dinosaurs because they have feathers and can fly,1,19,English,0
1924,test/283614893570272908.wav,122880,16000,four skiers in the women's sitting group failed to finish their runs and 45 of the 117 total skiers in the giant slalom failed to rank in the race,1,19,English,0
1990,test/2866079421585301198.wav,182400,16000,blogs can also help improve student writing while students often begin their blog experience with sloppy grammar and spelling the presence of an audience generally changes that,0,19,English,0
1759,test/2880067776280655708.wav,378240,16000,dr malar balasubramanian 29 was found in blue ash ohio a suburb approximately 15 miles north of cincinnati lying on the ground beside the road in a t-shirt and underwear in an apparently heavily medicated state,1,19,English,0
1689,test/2888426082139840822.wav,208320,16000,europe is a continent that is relatively small but with many independent countries under normal circumstances travelling through multiple countries would mean having to go through visa applications and passport control multiple times,1,19,English,0
1882,test/2919974750836990238.wav,154240,16000,scientists hope to understand how planets form especially how the earth formed since comets collided with the earth long ago,0,19,English,0
1673,test/2939761992885557861.wav,170880,16000,during the revolutionary war the thirteen states first formed a weak central government-with the congress being its only component-under the articles of confederation,1,19,English,0
1714,test/3005219570158977238.wav,207360,16000,the satellite was sent into space by a rocket scientists use telescopes in space because the earth's atmosphere distorts some of our light and view,0,19,English,0
1688,test/3039867296204116367.wav,279040,16000,the job of navies has traditionally been to ensure that your country maintains the ability to move your people and goods while at the same time interfering with your enemy's ability to move his people and goods,0,19,English,0
1777,test/3083929122891715513.wav,126720,16000,ottawa is canada's charming bilingual capital and features an array of art galleries and museums that showcase canada's past and present,1,19,English,0
1784,test/3100569628927735189.wav,192960,16000,greenland was settled sparsely in the norse sagas they say that erik the red was exiled from iceland for murder and when travelling further west found greenland and named it greenland,1,19,English,0
1865,test/3111983050474671345.wav,137280,16000,saint petersburg cruises include time in town. cruise passengers are exempted from visa requirements check the terms,1,19,English,0
1702,test/3130624662424273953.wav,109440,16000,in just two weeks the americans and free french forces had liberated southern france and were turning towards germany,1,19,English,0
1663,test/3156459702070203007.wav,193920,16000,cochamó valley - chile's premier climbing destination known as the yosemite of south america with a variety of granite big walls and crags,1,19,English,0
1982,test/315766676094600296.wav,98880,16000,women it is recommended that any women travellers say that they are married regardless of actual marital status,1,19,English,0
1710,test/3160468870562283269.wav,126720,16000,last week meti announced that apple had informed it of 34 additional overheating incidents which the company called non-serious,1,19,English,0
1933,test/319499985577636973.wav,176960,16000,finally there are many small cats including loose pet cats that eat the far more numerous small prey like insects rodents lizards and birds,0,19,English,0
1863,test/3195362600486929544.wav,270400,16000,the center of tibetan meditation is the deity yoga through the visualization of various deities the energy channels are cleaned the chakras are activated and the enlightenment consciousness is created,0,19,English,0
1922,test/3208417939957005389.wav,144960,16000,there are of course christian theological explanations for this tradition but it may well be a pre-christian spring and fertility ritual,1,19,English,0
1676,test/3236057319333367673.wav,150720,16000,as with all south african national parks there are daily conservation and entry fees for the park,0,19,English,0
1767,test/3296442401947230785.wav,107520,16000,this offers a good opportunity to see the aurora borealis as the sky will be dark more or less around the clock,1,19,English,0
1929,test/3306779845046917300.wav,129600,16000,del potro had the early advantage in the second set but this too required a tie break after reaching 6-6,1,19,English,0
1672,test/3337787499768294195.wav,162560,16000,be careful not to allow fabric to become too hot which can cause shrinkage or in extreme cases scorch,0,19,English,0
1920,test/3359859709812172802.wav,111360,16000,they usually have special food drink and entertainment offers to keep guests in a good mood and keep them at the premise,1,19,English,0
1884,test/3362263413020550013.wav,122880,16000,in particular it is claimed that one can detect whether a person is lying by interpreting micro-expressions correctly,1,19,English,0
1665,test/3364947814969998944.wav,132480,16000,the document according to the leak will refer to the borders dispute which palestine wants based on the borders before the 1967 mideast war,1,19,English,0
1765,test/3401231636665586110.wav,127680,16000,since the foundation of asunción in 1537 paraguay has managed to keep a lot of its indigenous character and identity,1,19,English,0
1879,test/3404855403082339212.wav,87360,16000,one can only wonder what the keyboard will become when something newer comes along,1,19,English,0
1976,test/3474684838723877021.wav,120000,16000,middle order batsmen sachin tendulkar and rahul dravid performed well and made a hundred-run partnership,1,19,English,0
1970,test/3491234462595391279.wav,133440,16000,we don't know for sure but it may have had a forked tongue its diet included turtles large fish other mosasaurs and it may even have been a cannibal,1,19,English,0
1745,test/3495437884024744716.wav,122880,16000,plants look their best when in a natural environment so resist the temptation to remove even just one specimen,1,19,English,0
1977,test/3502277023574363012.wav,105600,16000,prides are made up of one to three related adult males along with as many as thirty females and cubs,1,19,English,0
1770,test/3529855487992513201.wav,90240,16000,this seems sensible because the earth doesn't feel as if it's moving does it,1,19,English,0
1806,test/3560085468216752165.wav,166080,16000,as light pollution in their heyday was not the kind of problem it is today they are usually located in cities or at campuses easier to reach than those built in modern times,1,19,English,0
1744,test/3562415917464695718.wav,90240,16000,the smaller the rossby number the less active the star with respect to magnetic reversals,1,19,English,0
1869,test/3585583328394597156.wav,259200,16000,its long jaws were studded with more than 70 razor-sharp teeth along with an extra set in the roof of its mouth meaning that there was no escape for anything that crossed its path,0,19,English,0
1841,test/3611463628224454693.wav,162240,16000,nothing can be seen other than the clear beautiful sky above and the many surrounding mountains very little of this world can be seen or heard from inside the cave,1,19,English,0
1986,test/3664511950771966320.wav,138240,16000,the presence of a true  invisible team” larson and lafasto 1989 p109 is also a unique component of a virtual team,1,19,English,0
1926,test/3702958695101050591.wav,133440,16000,accepted were aristotle's views on all matters of science including psychology,1,19,English,0
1840,test/3709475786289139797.wav,134400,16000,in many other cities of italy and in the rest of the world particularly in poland similar setups were made which were viewed by a great number of people,1,19,English,0
1964,test/3745044899208519847.wav,190080,16000,the 25 dunlap broadsides still known to exist are the oldest surviving copies of the document the original handwritten copy has not survived,0,19,English,0
1774,test/3793212987221322581.wav,222720,16000,on the outlying islands credit cards will probably not be accepted although british and united states currency may be taken check with the owners in advance to determine what is an acceptable payment method,1,19,English,0
2003,test/3794657101809943148.wav,147840,16000,to get the best views of hong kong leave the island and head for the kowloon waterfront opposite,1,19,English,0
1859,test/3795099655869307739.wav,249600,16000,towards the end of the middle ages western europe began to develop their own style one of the biggest developments of the time as a result of the crusades people began to use buttons to fasten clothing,0,19,English,0
1842,test/3797667971540248320.wav,280320,16000,because the dinosaur feathers do not have a well-developed shaft called a rachis but do have other features of feathers barbs and barbules the researchers inferred the rachis was likely a later evolutionary development that these other features,1,19,English,0
1887,test/384435163157965470.wav,87360,16000,while he was working at the hospital liggins began to investigate premature labor during his spare time,1,19,English,0
